ID_Cliente,Desercion,Genero,Genero_Codigo,Adulto_Mayor,Tiene_Pareja,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Tipo_Internet,Tipo_Internet_Codigo,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Tipo_Contrato_Codigo,Factura_Digital,Metodo_Pago,Metodo_Pago_Codigo,Cargos_Mensuales,Cargos_Totales,tiene_streaming,categoria_servicio,Perfil_Servicio,AnnualCharges,Estado_Cliente
0215-BQKGS,0,Male,1,0,0,0,30,1,0,Fiber optic,2,1,1,1,0,0,0,Month-to-month,0,1,Credit card (automatic),3,84.3,2438.6,0,Internet sin Streaming,Solo Internet,1011.5999999999999,Leales
0218-QNVAS,0,Male,1,0,1,1,71,1,1,Fiber optic,2,0,1,0,0,1,1,One year,1,0,Bank transfer (automatic),2,100.55,7113.75,1,Internet con Streaming,Ambos streaming,1206.6,Leales
0219-QAERP,0,Male,1,0,1,0,30,1,0,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,19.8,576.65,0,Sin Internet,Sin Internet,237.60000000000002,Leales
0219-YTZUE,1,Male,1,0,1,1,4,1,1,Fiber optic,2,0,1,1,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,84.8,371.9,0,Internet sin Streaming,Solo Internet,1017.5999999999999,Fuga
0220-EBGCE,1,Male,1,0,0,0,2,1,0,Fiber optic,2,0,0,1,0,0,1,Month-to-month,0,1,Electronic check,0,85.85,167.3,1,Internet con Streaming,Solo Streaming Movie,1030.1999999999998,Fuga
0221-NAUXK,0,Male,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,One year,1,1,Bank transfer (automatic),2,19.95,219.5,0,Sin Internet,Sin Internet,239.39999999999998,Leales
0221-WMXNQ,0,Male,1,1,0,0,4,1,0,Fiber optic,2,1,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,75.35,273.4,0,Internet sin Streaming,Solo Internet,904.1999999999999,Leales
0222-CNVPT,0,Male,1,1,0,0,52,0,0,DSL,1,1,0,0,0,1,1,Month-to-month,0,1,Credit card (automatic),3,48.8,2555.05,1,Internet con Streaming,Ambos streaming,585.5999999999999,Leales
0224-HJAPT,1,Male,1,0,0,0,5,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,47.15,223.15,0,Internet sin Streaming,Solo Internet,565.8,Fuga
0224-NIJLP,0,Male,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.15,165.5,0,Sin Internet,Sin Internet,241.79999999999998,Leales
0224-RLWWD,0,Female,0,1,0,0,2,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,44.3,89.3,0,Internet sin Streaming,Solo Internet,531.5999999999999,Leales
0225-ZORZP,0,Male,1,0,0,0,3,1,0,Fiber optic,2,0,1,0,0,0,1,Month-to-month,0,0,Electronic check,0,84.3,235.05,1,Internet con Streaming,Solo Streaming Movie,1011.5999999999999,Leales
0228-MAUWC,0,Male,1,0,0,0,19,1,1,DSL,1,0,0,1,1,0,0,Month-to-month,0,0,Electronic check,0,59.55,1144.6,0,Internet sin Streaming,Solo Internet,714.5999999999999,Leales
0229-LFJAF,0,Male,1,0,0,0,72,1,1,DSL,1,1,1,1,1,0,0,Two year,2,0,Bank transfer (automatic),2,69.65,4908.25,0,Internet sin Streaming,Solo Internet,835.8000000000001,Leales
0230-UBYPQ,0,Male,1,1,1,0,63,0,0,DSL,1,1,0,0,1,0,0,One year,1,0,Bank transfer (automatic),2,36.1,2298.9,0,Internet sin Streaming,Solo Internet,433.20000000000005,Leales
0230-WEQUW,0,Male,1,0,1,0,66,0,0,DSL,1,1,1,1,1,1,0,Two year,2,1,Bank transfer (automatic),2,56.6,3789.2,1,Internet con Streaming,Solo Streaming Tv,679.2,Leales
0231-LXVAP,1,Male,1,0,0,0,1,1,0,Fiber optic,2,0,0,0,1,0,0,Month-to-month,0,1,Electronic check,0,75.9,75.9,0,Internet sin Streaming,Solo Internet,910.8000000000001,Fuga
0233-FTHAV,0,Female,0,0,0,0,60,1,1,Fiber optic,2,0,0,1,0,0,0,One year,1,1,Bank transfer (automatic),2,79.2,4765.0,0,Internet sin Streaming,Solo Internet,950.4000000000001,Leales
0234-TEVTT,0,Female,0,0,1,1,48,0,0,DSL,1,1,0,1,0,0,1,One year,1,0,Credit card (automatic),3,45.0,2196.3,1,Internet con Streaming,Solo Streaming Movie,540.0,Leales
0235-KGSLC,1,Female,0,0,0,0,1,1,0,Fiber optic,2,0,0,1,0,1,0,Month-to-month,0,1,Credit card (automatic),3,85.55,85.55,1,Internet con Streaming,Solo Streaming Tv,1026.6,Fuga
0236-HFWSV,1,Male,1,0,0,0,15,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,93.35,1444.65,1,Internet con Streaming,Ambos streaming,1120.1999999999998,Fuga
0237-YFUTL,0,Female,0,0,1,0,50,1,1,Fiber optic,2,1,1,0,1,1,1,Month-to-month,0,1,Bank transfer (automatic),2,109.65,5405.8,1,Internet con Streaming,Ambos streaming,1315.8000000000002,Leales
0238-WHBIQ,0,Male,1,0,1,1,72,1,1,DSL,1,1,1,1,1,1,1,Two year,2,0,Credit card (automatic),3,89.7,6339.3,1,Internet con Streaming,Ambos streaming,1076.4,Leales
0239-OXEXL,0,Female,0,0,0,0,46,1,1,Fiber optic,2,1,1,0,0,0,0,Month-to-month,0,0,Mailed check,1,84.25,3847.6,0,Internet sin Streaming,Solo Internet,1011.0,Leales
0244-LGNFY,0,Female,0,0,1,1,72,1,1,DSL,1,1,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,92.65,6733.0,1,Internet con Streaming,Ambos streaming,1111.8000000000002,Leales
0247-SLUJI,0,Male,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.7,19.7,0,Sin Internet,Sin Internet,236.39999999999998,Leales
0248-IPDFW,0,Female,0,0,0,0,1,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,50.1,50.1,0,Internet sin Streaming,Solo Internet,601.2,Leales
0248-PGHBZ,0,Female,0,1,0,0,67,1,0,Fiber optic,2,1,1,0,1,1,0,Two year,2,1,Bank transfer (automatic),2,92.45,6140.85,1,Internet con Streaming,Solo Streaming Tv,1109.4,Leales
0253-ZTEOB,0,Female,0,0,1,1,48,1,1,DSL,1,0,1,0,1,1,1,Two year,2,0,Electronic check,0,79.65,3870.3,1,Internet con Streaming,Ambos streaming,955.8000000000001,Leales
0254-FNMCI,0,Female,0,0,0,0,72,1,0,Fiber optic,2,1,1,1,1,1,1,Two year,2,1,Electronic check,0,109.9,7624.2,1,Internet con Streaming,Ambos streaming,1318.8000000000002,Leales
0254-KCJGT,0,Male,1,0,1,0,52,1,1,DSL,1,1,1,1,1,0,1,One year,1,1,Credit card (automatic),3,81.4,4354.45,1,Internet con Streaming,Solo Streaming Movie,976.8000000000001,Leales
0254-WWRKD,0,Female,0,0,1,1,67,1,0,DSL,1,0,1,0,0,0,0,One year,1,0,Credit card (automatic),3,50.55,3431.75,0,Internet sin Streaming,Solo Internet,606.5999999999999,Leales
0256-LTHVJ,1,Female,0,0,1,1,28,1,0,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,81.05,2227.1,1,Internet con Streaming,Solo Streaming Movie,972.5999999999999,Fuga
0257-KXZGU,0,Female,0,0,1,1,32,1,1,DSL,1,0,1,1,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,62.45,2045.55,0,Internet sin Streaming,Solo Internet,749.4000000000001,Leales
0257-ZESQC,1,Female,0,1,1,0,27,1,0,Fiber optic,2,1,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,75.2,1929.35,0,Internet sin Streaming,Solo Internet,902.4000000000001,Fuga
0258-NOKBL,0,Male,1,0,0,0,3,1,0,Fiber optic,2,0,1,1,0,0,1,Month-to-month,0,0,Electronic check,0,90.4,268.45,1,Internet con Streaming,Solo Streaming Movie,1084.8000000000002,Leales
0259-GBZSH,1,Male,1,0,0,0,2,1,1,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,85.65,181.5,1,Internet con Streaming,Solo Streaming Tv,1027.8000000000002,Fuga
0260-ZDLGK,1,Female,0,0,0,1,9,1,0,DSL,1,0,0,1,1,1,1,Month-to-month,0,1,Mailed check,1,72.9,651.4,1,Internet con Streaming,Ambos streaming,874.8000000000001,Fuga
0263-FJTQO,0,Male,1,0,1,1,50,1,1,DSL,1,1,0,0,1,1,0,Two year,2,1,Credit card (automatic),3,70.5,3486.65,1,Internet con Streaming,Solo Streaming Tv,846.0,Leales
0264-CNITK,0,Female,0,0,1,1,71,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,20.1,1389.6,0,Sin Internet,Sin Internet,241.20000000000002,Leales
0265-EDXBD,1,Male,1,1,1,0,32,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,74.9,2303.35,0,Internet sin Streaming,Solo Internet,898.8000000000001,Fuga
0265-PSUAE,0,Female,0,0,1,1,16,1,0,Fiber optic,2,1,0,1,0,1,1,Month-to-month,0,0,Bank transfer (automatic),2,100.7,1522.7,1,Internet con Streaming,Ambos streaming,1208.4,Leales
0266-CLZKZ,0,Female,0,0,1,1,67,1,1,Fiber optic,2,0,0,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,105.65,6717.9,1,Internet con Streaming,Ambos streaming,1267.8000000000002,Leales
0266-GMEAO,0,Male,1,0,1,1,72,1,1,Fiber optic,2,1,1,1,1,1,1,Two year,2,1,Credit card (automatic),3,114.3,8058.55,1,Internet con Streaming,Ambos streaming,1371.6,Leales
0268-QKIWO,1,Female,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,19.75,58.85,0,Sin Internet,Sin Internet,237.0,Fuga
0269-XFESX,0,Male,1,0,1,1,23,1,1,0,0,0,0,0,0,0,0,One year,1,0,Mailed check,1,24.35,538.5,0,Sin Internet,Sin Internet,292.20000000000005,Leales
0270-THENM,0,Male,1,0,1,1,72,1,1,DSL,1,1,1,1,1,0,0,Two year,2,0,Bank transfer (automatic),2,69.85,5102.35,0,Internet sin Streaming,Solo Internet,838.1999999999999,Leales
0274-JKUJR,0,Male,1,0,1,1,7,0,0,DSL,1,1,1,1,0,1,1,Month-to-month,0,0,Mailed check,1,58.85,465.7,1,Internet con Streaming,Ambos streaming,706.2,Leales
0274-VVQOQ,0,Male,1,1,1,0,65,1,1,Fiber optic,2,0,1,1,0,1,1,One year,1,1,Bank transfer (automatic),2,103.15,6792.45,1,Internet con Streaming,Ambos streaming,1237.8000000000002,Leales
0277-BKSQP,0,Male,1,0,1,1,8,1,0,DSL,1,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,54.4,475.1,1,Internet con Streaming,Solo Streaming Tv,652.8,Leales
0277-ORXQS,0,Male,1,0,1,1,66,0,0,DSL,1,0,0,0,1,1,1,Two year,2,0,Bank transfer (automatic),2,50.55,3364.55,1,Internet con Streaming,Ambos streaming,606.5999999999999,Leales
0278-YXOOG,1,Male,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,21.05,113.85,0,Sin Internet,Sin Internet,252.60000000000002,Fuga
0280-XJGEX,1,Male,1,0,0,0,49,1,1,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,103.7,5036.3,1,Internet con Streaming,Ambos streaming,1244.4,Fuga
0281-CNTZX,0,Male,1,0,1,0,63,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,19.95,1234.8,0,Sin Internet,Sin Internet,239.39999999999998,Leales
0282-NVSJS,0,Female,0,1,1,1,12,0,0,DSL,1,0,0,0,1,0,0,Month-to-month,0,1,Mailed check,1,29.3,355.9,0,Internet sin Streaming,Solo Internet,351.6,Leales
0285-INHLN,0,Male,1,0,1,1,27,1,0,DSL,1,1,1,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,54.75,1510.3,0,Internet sin Streaming,Solo Internet,657.0,Leales
0289-IVARM,0,Female,0,0,0,0,35,1,0,DSL,1,1,1,1,0,0,0,Month-to-month,0,0,Electronic check,0,60.55,1982.6,0,Internet sin Streaming,Solo Internet,726.5999999999999,Leales
0292-WEGCH,0,Female,0,0,1,1,54,1,1,DSL,1,0,1,1,1,1,1,Month-to-month,0,1,Electronic check,0,86.2,4524.05,1,Internet con Streaming,Ambos streaming,1034.4,Leales
0295-PPHDO,1,Male,1,0,0,0,1,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,95.45,95.45,1,Internet con Streaming,Ambos streaming,1145.4,Fuga
0295-QVKPB,0,Male,1,0,0,0,5,1,0,DSL,1,0,0,1,1,1,0,Month-to-month,0,1,Credit card (automatic),3,63.95,318.1,1,Internet con Streaming,Solo Streaming Tv,767.4000000000001,Leales
0297-RBCSG,0,Male,1,0,0,0,19,1,0,DSL,1,0,1,0,1,0,1,One year,1,1,Bank transfer (automatic),2,65.35,1231.85,1,Internet con Streaming,Solo Streaming Movie,784.1999999999999,Leales
0298-XACET,0,Male,1,0,1,1,52,0,0,DSL,1,0,1,1,1,1,0,Two year,2,0,Mailed check,1,50.2,2554.0,1,Internet con Streaming,Solo Streaming Tv,602.4000000000001,Leales
0301-FIDRB,0,Female,0,0,1,1,72,0,0,DSL,1,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,63.8,4684.3,1,Internet con Streaming,Ambos streaming,765.5999999999999,Leales
0301-KOBTQ,0,Male,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,20.05,614.45,0,Sin Internet,Sin Internet,240.60000000000002,Leales
0302-JOIVN,1,Female,0,0,1,0,8,1,0,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,0,Electronic check,0,101.15,842.9,1,Internet con Streaming,Ambos streaming,1213.8000000000002,Fuga
0303-UNCIP,0,Male,1,0,0,0,41,1,1,DSL,1,0,0,1,0,0,1,One year,1,0,Mailed check,1,65.0,2531.8,1,Internet con Streaming,Solo Streaming Movie,780.0,Leales
0303-WMMRN,0,Male,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,19.25,86.05,0,Sin Internet,Sin Internet,231.0,Leales
0305-SQECB,0,Female,0,0,0,1,11,0,0,DSL,1,1,0,0,1,0,0,One year,1,1,Mailed check,1,36.05,402.6,0,Internet sin Streaming,Solo Internet,432.59999999999997,Leales
0306-JAELE,1,Male,1,0,0,0,5,1,0,Fiber optic,2,0,0,0,1,1,1,Month-to-month,0,1,Electronic check,0,96.1,453.4,1,Internet con Streaming,Ambos streaming,1153.1999999999998,Fuga
0307-BCOPK,0,Female,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,One year,1,0,Mailed check,1,19.05,326.65,0,Sin Internet,Sin Internet,228.60000000000002,Leales
0308-GIQJT,0,Male,1,1,0,0,71,1,1,Fiber optic,2,0,1,0,1,1,1,One year,1,0,Bank transfer (automatic),2,105.75,7382.85,1,Internet con Streaming,Ambos streaming,1269.0,Leales
0308-IVGOK,0,Female,0,0,0,0,11,0,0,DSL,1,0,1,1,1,0,0,One year,1,1,Credit card (automatic),3,40.4,422.6,0,Internet sin Streaming,Solo Internet,484.79999999999995,Leales
0310-MVLET,1,Female,0,0,1,1,61,1,1,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,99.15,6010.05,1,Internet con Streaming,Ambos streaming,1189.8000000000002,Fuga
0310-SUCIN,0,Female,0,0,1,0,71,1,0,DSL,1,1,1,1,1,1,1,One year,1,1,Bank transfer (automatic),2,84.8,6046.1,1,Internet con Streaming,Ambos streaming,1017.5999999999999,Leales
0310-VQXAM,0,Male,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.85,178.8,0,Sin Internet,Sin Internet,238.20000000000002,Leales
0311-QYWSS,0,Female,0,0,0,0,6,1,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,49.45,314.6,0,Internet sin Streaming,Solo Internet,593.4000000000001,Leales
0311-UNPFF,1,Female,0,0,0,0,26,1,0,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,88.8,2274.35,1,Internet con Streaming,Ambos streaming,1065.6,Fuga
0314-TKOSI,0,Female,0,0,0,0,6,1,0,DSL,1,1,1,0,0,0,0,Month-to-month,0,0,Mailed check,1,55.15,322.9,0,Internet sin Streaming,Solo Internet,661.8,Leales
0315-LVCRK,0,Male,1,0,0,0,11,1,0,Fiber optic,2,0,0,1,0,0,1,Month-to-month,0,0,Electronic check,0,84.8,888.75,1,Internet con Streaming,Solo Streaming Movie,1017.5999999999999,Leales
0318-QUUOB,1,Male,1,0,1,0,1,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,80.55,80.55,1,Internet con Streaming,Solo Streaming Tv,966.5999999999999,Fuga
0318-ZOPWS,0,Female,0,0,1,0,49,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,20.15,973.35,0,Sin Internet,Sin Internet,241.79999999999998,Leales
0319-QZTCO,0,Female,0,0,1,1,3,1,0,DSL,1,0,1,0,0,1,0,Month-to-month,0,1,Credit card (automatic),3,58.7,168.6,1,Internet con Streaming,Solo Streaming Tv,704.4000000000001,Leales
0320-DWVTU,0,Female,0,0,0,0,53,1,0,Fiber optic,2,1,1,1,1,0,1,Two year,2,0,Mailed check,1,99.5,5424.25,1,Internet con Streaming,Solo Streaming Movie,1194.0,Leales
0320-JDNQG,1,Male,1,0,1,1,23,1,0,Fiber optic,2,1,0,0,1,1,1,Month-to-month,0,1,Electronic check,0,99.85,2331.3,1,Internet con Streaming,Ambos streaming,1198.1999999999998,Fuga
0322-CHQRU,1,Male,1,0,0,0,2,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,45.35,89.5,0,Internet sin Streaming,Solo Internet,544.2,Fuga
0322-YINQP,1,Male,1,0,0,0,1,1,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,48.55,48.55,0,Internet sin Streaming,Solo Internet,582.5999999999999,Fuga
0323-XWWTN,0,Male,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Mailed check,1,26.4,121.25,0,Sin Internet,Sin Internet,316.79999999999995,Leales
0324-BRPCJ,1,Female,0,1,1,0,68,1,1,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,100.2,6851.65,1,Internet con Streaming,Ambos streaming,1202.4,Fuga
0325-XBFAC,1,Male,1,0,0,0,8,1,0,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,94.7,740.3,1,Internet con Streaming,Ambos streaming,1136.4,Fuga
0326-VDYXE,0,Female,0,0,1,0,70,1,1,Fiber optic,2,0,0,1,0,1,1,One year,1,1,Electronic check,0,97.65,6982.5,1,Internet con Streaming,Ambos streaming,1171.8000000000002,Leales
0327-WFZSY,0,Male,1,0,1,1,39,1,1,Fiber optic,2,0,0,1,0,1,1,One year,1,0,Electronic check,0,100.0,3835.55,1,Internet con Streaming,Ambos streaming,1200.0,Leales
0328-GRPMV,1,Female,0,0,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,70.1,70.1,0,Internet sin Streaming,Solo Internet,841.1999999999999,Fuga
0328-IBUPK,0,Female,0,0,1,1,51,0,0,DSL,1,1,0,0,1,0,0,Two year,2,0,Bank transfer (automatic),2,34.2,1782.0,0,Internet sin Streaming,Solo Internet,410.40000000000003,Leales
0329-GTIAJ,1,Female,0,0,0,0,3,1,0,Fiber optic,2,0,1,0,1,1,1,Month-to-month,0,1,Electronic check,0,97.9,315.3,1,Internet con Streaming,Ambos streaming,1174.8000000000002,Fuga
0330-BGYZE,0,Male,1,0,1,0,60,1,1,Fiber optic,2,0,1,1,0,1,1,One year,1,0,Bank transfer (automatic),2,102.5,6157.6,1,Internet con Streaming,Ambos streaming,1230.0,Leales
0330-IVZHA,1,Female,0,0,1,0,5,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,69.95,330.15,0,Internet sin Streaming,Solo Internet,839.4000000000001,Fuga
0334-GDDSO,1,Male,1,1,0,0,3,1,1,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,81.35,233.7,0,Internet sin Streaming,Solo Internet,976.1999999999999,Fuga
0334-ZFJSR,0,Female,0,0,1,0,55,1,1,DSL,1,1,1,0,1,0,0,One year,1,1,Credit card (automatic),3,66.05,3462.1,0,Internet sin Streaming,Solo Internet,792.5999999999999,Leales
0336-KXKFK,0,Male,1,0,0,0,72,0,0,DSL,1,1,0,1,1,1,1,Two year,2,1,Credit card (automatic),3,61.2,4390.25,1,Internet con Streaming,Ambos streaming,734.4000000000001,Leales
0336-PIKEI,0,Male,1,1,1,0,72,1,0,DSL,1,1,1,1,1,1,0,Two year,2,0,Bank transfer (automatic),2,74.4,5360.75,1,Internet con Streaming,Solo Streaming Tv,892.8000000000001,Leales
0337-CNPZE,1,Female,0,0,0,0,41,1,1,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,106.3,4443.45,1,Internet con Streaming,Ambos streaming,1275.6,Fuga
0343-QLUZP,0,Male,1,0,0,0,60,0,0,DSL,1,1,1,1,0,0,0,Two year,2,0,Bank transfer (automatic),2,39.6,2424.5,0,Internet sin Streaming,Solo Internet,475.20000000000005,Leales
0345-HKJVM,1,Female,0,0,0,0,6,1,0,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,0,Electronic check,0,89.3,577.6,1,Internet con Streaming,Ambos streaming,1071.6,Fuga
0345-XMMUG,0,Female,0,0,1,0,46,1,1,Fiber optic,2,0,1,1,1,1,1,Two year,2,1,Credit card (automatic),3,108.9,4854.3,1,Internet con Streaming,Ambos streaming,1306.8000000000002,Leales
0347-UBKUZ,0,Female,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.9,320.45,0,Sin Internet,Sin Internet,238.79999999999998,Leales
0348-SDKOL,1,Female,0,0,1,0,58,1,1,Fiber optic,2,0,0,1,1,1,1,Month-to-month,0,1,Credit card (automatic),3,102.1,5885.4,1,Internet con Streaming,Ambos streaming,1225.1999999999998,Fuga
0354-VXMJC,0,Male,1,0,1,1,23,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.6,426.65,0,Sin Internet,Sin Internet,235.20000000000002,Leales
0354-WYROK,1,Female,0,1,1,1,31,1,0,Fiber optic,2,0,0,1,1,1,1,Month-to-month,0,1,Electronic check,0,98.9,2911.3,1,Internet con Streaming,Ambos streaming,1186.8000000000002,Fuga
0356-ERHVT,0,Male,1,0,1,0,11,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,45.9,521.9,0,Internet sin Streaming,Solo Internet,550.8,Leales
0356-OBMAC,0,Female,0,1,0,0,56,1,1,Fiber optic,2,0,1,1,1,1,0,Two year,2,1,Bank transfer (automatic),2,99.9,5706.3,1,Internet con Streaming,Solo Streaming Tv,1198.8000000000002,Leales
0357-NVCRI,0,Female,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,20.05,471.7,0,Sin Internet,Sin Internet,240.60000000000002,Leales
0361-HJRDX,0,Female,0,0,0,0,68,0,0,DSL,1,1,1,1,1,1,1,Two year,2,0,Credit card (automatic),3,64.35,4539.6,1,Internet con Streaming,Ambos streaming,772.1999999999999,Leales
0362-RAOQO,0,Female,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.65,830.25,0,Sin Internet,Sin Internet,235.79999999999998,Leales
0362-ZBZWJ,1,Male,1,0,0,0,36,1,1,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,84.9,3067.2,1,Internet con Streaming,Solo Streaming Movie,1018.8000000000001,Fuga
0363-QJVFX,1,Male,1,0,0,0,32,1,1,Fiber optic,2,1,1,0,1,1,1,Month-to-month,0,1,Credit card (automatic),3,108.15,3432.9,1,Internet con Streaming,Ambos streaming,1297.8000000000002,Fuga
0363-SVHYR,0,Male,1,0,1,1,71,1,1,DSL,1,1,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,86.85,6263.8,1,Internet con Streaming,Ambos streaming,1042.1999999999998,Leales
0365-BZUWY,0,Male,1,0,1,0,17,1,1,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,102.55,1742.5,1,Internet con Streaming,Ambos streaming,1230.6,Leales
0365-GXEZS,0,Male,1,0,1,0,18,1,0,Fiber optic,2,0,0,1,1,0,0,Month-to-month,0,0,Electronic check,0,78.2,1468.75,0,Internet sin Streaming,Solo Internet,938.4000000000001,Leales
0365-TRTPY,0,Female,0,0,0,0,37,1,1,Fiber optic,2,1,1,1,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,91.2,3382.3,0,Internet sin Streaming,Solo Internet,1094.4,Leales
0366-NQSHS,0,Male,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.35,46.35,0,Sin Internet,Sin Internet,232.20000000000002,Leales
0369-ZGOVK,0,Female,0,0,1,1,28,1,0,Fiber optic,2,0,0,0,0,0,0,One year,1,1,Bank transfer (automatic),2,70.4,1992.2,0,Internet sin Streaming,Solo Internet,844.8000000000001,Leales
0373-AIVNJ,0,Male,1,0,0,0,9,0,0,DSL,1,1,1,1,0,0,0,One year,1,0,Mailed check,1,39.55,373.0,0,Internet sin Streaming,Solo Internet,474.59999999999997,Leales
0374-AACSZ,0,Female,0,0,0,0,1,1,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,50.15,50.15,0,Internet sin Streaming,Solo Internet,601.8,Leales
0374-FIUCA,0,Male,1,0,1,0,65,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,20.4,1414.45,0,Sin Internet,Sin Internet,244.79999999999998,Leales
0374-IOEGQ,0,Female,0,0,0,0,3,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,44.6,122.7,0,Internet sin Streaming,Solo Internet,535.2,Leales
0375-HVGXO,1,Female,0,0,0,0,1,0,0,DSL,1,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,34.7,34.7,1,Internet con Streaming,Solo Streaming Tv,416.40000000000003,Fuga
0376-OIWME,0,Male,1,0,1,0,36,1,0,Fiber optic,2,1,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,93.6,3366.05,1,Internet con Streaming,Ambos streaming,1123.1999999999998,Leales
0376-YMCJC,1,Male,1,0,0,0,23,1,1,Fiber optic,2,0,0,0,1,1,0,Month-to-month,0,1,Electronic check,0,90.6,1943.2,1,Internet con Streaming,Solo Streaming Tv,1087.1999999999998,Fuga
0377-JBKKT,0,Male,1,0,1,1,22,1,0,DSL,1,1,1,0,1,0,0,Month-to-month,0,1,Mailed check,1,57.95,1271.8,0,Internet sin Streaming,Solo Internet,695.4000000000001,Leales
